Accession,Entry,Description,CON 1,CON 2,CON 3,CON 4,CON 5,CON 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,CONTROL,CV,% proteome,HCM,CV,% proteome,HCM to CONTROL ratio (%),Tissue,Ome,Species
PQBP1_HUMAN,O60828,Polyglutamine binding protein 1 OS Homo sapiens GN PQBP1 PE 1 SV 1,0,0,0,0,0,0.9635,0,0,0,0,0,0,0,0,0,0,0,0.160583333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PR23B_HUMAN,Q6ZRT6,Proline rich protein 23B OS Homo sapiens GN PRR23B PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6548,0,0,0,0,#DIV/0!,#DIV/0!,0.514072727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PRA18_HUMAN,Q5VWM3,PRAME family member 18 OS Homo sapiens GN PRAMEF18 PE 2 SV 1,0,0,0,0,0,0,0,10.0895,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.917227273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PRAF3_HUMAN,O75915,PRA1 family protein 3 OS Homo sapiens GN ARL6IP5 PE 1 SV 1,68.7152,0,0,0,0,0,0,0,0,0,35.9975,0,0,0,0,0,0,11.45253333,223.6067977,#DIV/0!,3.2725,316.227766,#DIV/0!,28.57446387,HEART,PROT,HUMAN
PRD14_HUMAN,Q9GZV8,PR domain zinc finger protein 14 OS Homo sapiens GN PRDM14 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,29.2267,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,2.656972727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PRDX1_HUMAN,Q06830,Peroxiredoxin 1 OS Homo sapiens GN PRDX1 PE 1 SV 1,104.6892,44.53,78.192,246.2791,73.5775,120.4587,41.3894,78.4487,26.7331,112.3885,52.2888,57.5678,34.8211,79.0579,19.949,68.0221,53.0181,111.28775,58.37753361,#DIV/0!,56.69859091,45.11607364,#DIV/0!,50.94773765,HEART,PROT,HUMAN
PRDX2_HUMAN,P32119,Peroxiredoxin 2 OS Homo sapiens GN PRDX2 PE 1 SV 5,369.3739,167.6928,221.4117,285.1294,250.2161,217.6425,186.5551,154.8083,193.4771,241.2263,278.9208,261.5965,149.8386,230.4678,111.0579,178.7524,145.1799,251.9110667,25.15913195,#DIV/0!,193.8073364,26.20735328,#DIV/0!,76.93482423,HEART,PROT,HUMAN
PRDX3_HUMAN,P30048,Thioredoxin dependent peroxide reductase mitochondrial OS Homo sapiens GN PRDX3 PE 1 SV 3,152.7191,98.2236,153.9368,293.7659,229.6857,180.9068,134.6377,120.004,132.9091,242.6963,223.7534,263.1875,92.9708,294.1091,72.4387,178.2919,75.3227,184.8729833,33.76594197,#DIV/0!,166.3928364,45.02052153,#DIV/0!,90.00386826,HEART,PROT,HUMAN
PRDX5_HUMAN,P30044,Peroxiredoxin 5 mitochondrial OS Homo sapiens GN PRDX5 PE 1 SV 4,382.0053,169.4942,203.2302,366.2768,352.2967,211.1213,141.1707,112.1514,100.6133,259.3949,300.6993,159.7894,31.3167,266.3446,59.3786,189.9426,149.4096,280.7374167,31.16256385,#DIV/0!,160.9282818,51.25487341,#DIV/0!,57.32341764,HEART,PROT,HUMAN
PRDX6_HUMAN,P30041,Peroxiredoxin 6 OS Homo sapiens GN PRDX6 PE 1 SV 3,251.5111,111.9004,252.6902,502.0719,245.0619,246.2279,106.9476,87.9423,30.9513,166.5975,160.7611,159.9952,98.3553,298.4207,91.7783,132.0239,135.6651,268.2439,43.22462824,#DIV/0!,133.5853,48.41867217,#DIV/0!,49.79993953,HEART,PROT,HUMAN
PRLD1_HUMAN,Q9Y255,PRELI domain containing protein 1 mitochondrial OS Homo sapiens GN PRELID1 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.7227,0,#DIV/0!,#DIV/0!,24.15660909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PROF1_HUMAN,P07737,Profilin 1 OS Homo sapiens GN PFN1 PE 1 SV 2,73.2639,45.6645,78.4567,102.2546,106.9718,86.6273,29.1729,73.6887,89.2371,92.5567,113.9032,104.8599,80.1793,86.6239,31.7168,138.6756,116.197,82.20646667,24.65193251,#DIV/0!,86.98282727,36.72599245,#DIV/0!,105.8102006,HEART,PROT,HUMAN
PRS23_HUMAN,O95084,Serine protease 23 OS Homo sapiens GN PRSS23 PE 1 SV 1,0,0,0,0,0,0,0,0,0,12.0184,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.092581818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PRS46_HUMAN,E5RG02,Putative serine protease 46 OS Homo sapiens GN PRSS46 PE 5 SV 1,0.7754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129233333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PRS6A_HUMAN,P17980,26S protease regulatory subunit 6A OS Homo sapiens GN PSMC3 PE 1 SV 3,0,0,0,0,0,0,0,0,0,2.1832,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.198472727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PRS7_HUMAN,P35998,26S protease regulatory subunit 7 OS Homo sapiens GN PSMC2 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,7.9498,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.722709091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PRUNE_HUMAN,Q86TP1,Protein prune homolog OS Homo sapiens GN PRUNE PE 1 SV 2,0,0,0,0,0,0,0,0,0,1.2184,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.110763636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PSA_HUMAN,P55786,Puromycin sensitive aminopeptidase OS Homo sapiens GN NPEPPS PE 1 SV 2,2.8882,0,0,22.3437,3.7629,0,0,0,0,0,0,0,0,0,0,0,0,4.832466667,165.0343249,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSA1_HUMAN,P25786,Proteasome subunit alpha type 1 OS Homo sapiens GN PSMA1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2334,0,0,#DIV/0!,#DIV/0!,0.657581818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PSA2_HUMAN,P25787,Proteasome subunit alpha type 2 OS Homo sapiens GN PSMA2 PE 1 SV 2,0,0,0,15.6218,0,0,0,0,0,0,0,0,0,0,0,0,9.6803,2.603633333,223.6067977,#DIV/0!,0.880027273,316.227766,#DIV/0!,33.79996951,HEART,PROT,HUMAN
PSA4_HUMAN,P25789,Proteasome subunit alpha type 4 OS Homo sapiens GN PSMA4 PE 1 SV 1,0,134.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41283333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSA5_HUMAN,P28066,Proteasome subunit alpha type 5 OS Homo sapiens GN PSMA5 PE 1 SV 3,8.687,0,0,0,9.3104,8.0782,7.3645,0,0,12.0055,6.4621,11.6641,0,0,0,5.3419,0,4.345933333,100.3344104,#DIV/0!,3.894372727,119.4127741,#DIV/0!,89.60958277,HEART,PROT,HUMAN
PSA7L_HUMAN,Q8TAA3,Proteasome subunit alpha type 7 like OS Homo sapiens GN PSMA8 PE 1 SV 3,0,1.3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225783333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSB2_HUMAN,P49721,Proteasome subunit beta type 2 OS Homo sapiens GN PSMB2 PE 1 SV 1,4.8219,0,0,15.9653,0,0,13.9082,0,0,8.0288,0,0,0,17.4464,0,6.793,0,3.464533333,169.1778359,#DIV/0!,4.197854545,146.2447278,#DIV/0!,121.1665221,HEART,PROT,HUMAN
PSB3_HUMAN,P49720,Proteasome subunit beta type 3 OS Homo sapiens GN PSMB3 PE 1 SV 2,0,0,0,0,0,0,0,0,0,20.1997,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.836336364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PSB5_HUMAN,P28074,Proteasome subunit beta type 5 OS Homo sapiens GN PSMB5 PE 1 SV 3,0,0,2.0464,3.7165,0,0,2.1665,0,0,0,0,0,0,0,0,0,0,0.960483333,150.065173,#DIV/0!,0.196954545,316.227766,#DIV/0!,20.5057744,HEART,PROT,HUMAN
PSD1_HUMAN,A5PKW4,PH and SEC7 domain containing protein 1 OS Homo sapiens GN PSD PE 2 SV 2,0,0,0,5.4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902366667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSD11_HUMAN,O00231,26S proteasome non ATPase regulatory subunit 11 OS Homo sapiens GN PSMD11 PE 1 SV 3,0,6.2486,0,0,0,1.287,0,0,0,0,0,0,0,0,0,0,0,1.255933333,181.6743257,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSD13_HUMAN,Q9UNM6,26S proteasome non ATPase regulatory subunit 13 OS Homo sapiens GN PSMD13 PE 1 SV 2,0,0,0,0,0,0,0,2.8523,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.2593,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PSG2_HUMAN,P11465,Pregnancy specific beta 1 glycoprotein 2 OS Homo sapiens GN PSG2 PE 2 SV 2,0,0,0,0,21.0382,0,0,0,0,0,0,0,0,0,0,0,0,3.506366667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSG4_HUMAN,Q00888,Pregnancy specific beta 1 glycoprotein 4 OS Homo sapiens GN PSG4 PE 2 SV 3,0,0,0,0,0,0,0,0,0,1.7907,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.162790909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PSG5_HUMAN,Q15238,Pregnancy specific beta 1 glycoprotein 5 OS Homo sapiens GN PSG5 PE 1 SV 3,0,1.1262,0,0,0,2.8088,0,0,0,0,0,0,0,0,0,0,0,0.655833333,159.6408898,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSG8_HUMAN,Q9UQ74,Pregnancy specific beta 1 glycoprotein 8 OS Homo sapiens GN PSG8 PE 2 SV 2,0,4.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666916667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSMD4_HUMAN,P55036,26S proteasome non ATPase regulatory subunit 4 OS Homo sapiens GN PSMD4 PE 1 SV 1,0,0,0,8.9127,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48545,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSME1_HUMAN,Q06323,Proteasome activator complex subunit 1 OS Homo sapiens GN PSME1 PE 1 SV 1,5.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968166667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PSMF1_HUMAN,Q92530,Proteasome inhibitor PI31 subunit OS Homo sapiens GN PSMF1 PE 1 SV 2,0,0,0,0,1.6581,0,0,2.7963,0,0,0,0,0,0,0,0,0,0.27635,223.6067977,#DIV/0!,0.254209091,316.227766,#DIV/0!,91.98809152,HEART,PROT,HUMAN
PTMS_HUMAN,P20962,Parathymosin OS Homo sapiens GN PTMS PE 1 SV 2,0,0,0,0,0,0,0,0,0,3.8512,0,0,0,4.8159,0,0,0,0,#DIV/0!,#DIV/0!,0.787918182,213.7320661,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PTN1_HUMAN,P18031,Tyrosine protein phosphatase non receptor type 1 OS Homo sapiens GN PTPN1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,56.7441,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,5.158554545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PTRF_HUMAN,Q6NZI2,Polymerase I and transcript release factor OS Homo sapiens GN PTRF PE 1 SV 1,8.2657,11.0915,10.0267,31.0494,99.9499,5.3569,0,3.7541,0,18.8945,35.3928,0,0,0,0,0,0,27.62335,120.9389789,#DIV/0!,5.276490909,207.4112237,#DIV/0!,19.10156049,HEART,PROT,HUMAN
PUR9_HUMAN,P31939,Bifunctional purine biosynthesis protein PURH OS Homo sapiens GN ATIC PE 1 SV 3,0,0,0,0,2.0722,0,0,0,0,4.2077,0,0,0,0,0,0,0,0.345366667,223.6067977,#DIV/0!,0.382518182,316.227766,#DIV/0!,110.7571224,HEART,PROT,HUMAN
PURA_HUMAN,Q00577,Transcriptional activator protein Pur alpha OS Homo sapiens GN PURA PE 1 SV 2,8.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.477166667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PURA1_HUMAN,Q8N142,Adenylosuccinate synthetase isozyme 1 OS Homo sapiens GN ADSSL1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,5.825,10.0222,0,0,0,0,5.0157,0,0,#DIV/0!,#DIV/0!,1.896627273,174.1188227,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PVRL4_HUMAN,Q96NY8,Poliovirus receptor related protein 4 OS Homo sapiens GN PVRL4 PE 1 SV 1,0,0,0,0,0,0.4324,0,0,0,0,0,0,0,0,0,0,0,0.072066667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
PWP2B_HUMAN,Q6NUJ5,PWWP domain containing protein 2B OS Homo sapiens GN PWWP2B PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,1.8258,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.165981818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
PYGB_HUMAN,P11216,Glycogen phosphorylase brain form OS Homo sapiens GN PYGB PE 1 SV 5,216.0688,89.5966,96.432,192.5851,85.9014,175.9098,223.144,159.904,90.954,119.6559,154.5704,224.8113,108.5667,259.1048,15.8098,188.0013,275.9496,142.74895,37.46491717,#DIV/0!,165.4974364,45.27800973,#DIV/0!,115.9360096,HEART,PROT,HUMAN
PYGL_HUMAN,P06737,Glycogen phosphorylase liver form OS Homo sapiens GN PYGL PE 1 SV 4,0,0,7.5569,0,0,18.2117,0,0.7805,5.2075,1.4557,10.6799,1.9599,0,0,30.0115,0,1.0478,4.294766667,158.5211992,#DIV/0!,4.649345455,184.7669937,#DIV/0!,108.2560664,HEART,PROT,HUMAN
PYGM_HUMAN,P11217,Glycogen phosphorylase muscle form OS Homo sapiens GN PYGM PE 1 SV 6,53.2318,3.1723,16.1206,28.0203,28.6691,2.979,0.9509,1.6634,0,7.1173,0,2.1131,0,14.7269,0,11.2262,10.7491,22.03218333,78.76703247,#DIV/0!,4.413354545,118.9183573,#DIV/0!,20.03139897,HEART,PROT,HUMAN
QCR1_HUMAN,P31930,Cytochrome b c1 complex subunit 1 mitochondrial OS Homo sapiens GN UQCRC1 PE 1 SV 3,224.6888,217.9923,289.6924,167.1384,425.4599,161.0893,23.6817,15.6561,144.9165,41.0362,147.3089,84.9737,32.5832,0,74.0652,78.1517,67.3843,247.67685,36.39952295,#DIV/0!,64.52340909,72.10634828,#DIV/0!,26.05144933,HEART,PROT,HUMAN
QCR2_HUMAN,P22695,Cytochrome b c1 complex subunit 2 mitochondrial OS Homo sapiens GN UQCRC2 PE 1 SV 3,207.4634,294.5006,214.1648,196.0377,616.8478,188.7208,58.3141,24.2579,109.8833,60.0034,218.1007,131.2686,19.7525,0,34.5832,98.3537,37.306,286.2891833,53.05347082,#DIV/0!,71.98394545,83.89306842,#DIV/0!,25.14378805,HEART,PROT,HUMAN
QCR6_HUMAN,P07919,Cytochrome b c1 complex subunit 6 mitochondrial OS Homo sapiens GN UQCRH PE 1 SV 2,127.5285,69.0979,30.9279,20.2593,292.0143,54.2438,0,0,17.4665,9.4789,29.8221,11.9716,6.856,4.9485,0,0,41.2967,99.01195,93.8425456,#DIV/0!,11.07639091,117.239277,#DIV/0!,11.1869233,HEART,PROT,HUMAN
QCR7_HUMAN,P14927,Cytochrome b c1 complex subunit 7 OS Homo sapiens GN UQCRB PE 1 SV 2,173.9642,181.0135,118.064,161.2306,532.3611,125.4477,77.3372,12.503,47.0228,49.7723,111.5779,73.3269,66.924,0,12.6601,37.5305,83.9552,215.34685,66.72028669,#DIV/0!,52.05544545,63.29306446,#DIV/0!,24.17283812,HEART,PROT,HUMAN
QCR8_HUMAN,O14949,Cytochrome b c1 complex subunit 8 OS Homo sapiens GN UQCRQ PE 1 SV 4,9.7268,0,0,0,23.619,2.5781,0,0,0,0,10.06,0,0,0,0,0,0,5.987316667,143.6801116,#DIV/0!,0.914545455,316.227766,#DIV/0!,15.27471329,HEART,PROT,HUMAN
QCR9_HUMAN,Q9UDW1,Cytochrome b c1 complex subunit 9 OS Homo sapiens GN UQCR10 PE 1 SV 3,13.7826,27.2533,13.6175,15.5352,24.293,13.4654,0,3.9933,0,0,0,0,0,0,0,0,0,17.99116667,31.18386349,#DIV/0!,0.363027273,316.227766,#DIV/0!,2.017808403,HEART,PROT,HUMAN
QN1_HUMAN,Q5TB80,Protein QN1 homolog OS Homo sapiens GN KIAA1009 PE 1 SV 2,0,0,0,0,0,0,0,10.3801,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.943645455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
QOR_HUMAN,Q08257,Quinone oxidoreductase OS Homo sapiens GN CRYZ PE 1 SV 1,0,0,0,4.1919,0,0,0,10.9867,0,2.6222,27.3411,0,0,9.4742,0,0,16.7483,0.69865,223.6067977,#DIV/0!,6.106590909,142.6913186,#DIV/0!,874.0558089,HEART,PROT,HUMAN
R113A_HUMAN,O15541,RING finger protein 113A OS Homo sapiens GN RNF113A PE 1 SV 1,0,0,0,0.7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12035,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RA54B_HUMAN,Q9Y620,DNA repair and recombination protein RAD54B OS Homo sapiens GN RAD54B PE 1 SV 1,0,0,0,0,0,1.7259,0,0,0,0,0,0,0,0,0,0,0,0.28765,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RAB14_HUMAN,P61106,Ras related protein Rab 14 OS Homo sapiens GN RAB14 PE 1 SV 4,0,0,0,0,0,0,0,2.9923,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.272027273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RAB15_HUMAN,P59190,Ras related protein Rab 15 OS Homo sapiens GN RAB15 PE 1 SV 1,0,0,0,8.2242,0,0,0,0.6267,0,0,0,0,0,0,0,0,0,1.3707,223.6067977,#DIV/0!,0.056972727,316.227766,#DIV/0!,4.156469488,HEART,PROT,HUMAN
RAB17_HUMAN,Q9H0T7,Ras related protein Rab 17 OS Homo sapiens GN RAB17 PE 2 SV 2,0,0,0,0,0,2.3886,0,0,0,0,0,0,0,0,0,9.6793,0,0.3981,223.6067977,#DIV/0!,0.879936364,316.227766,#DIV/0!,221.0340024,HEART,PROT,HUMAN
RAB1A_HUMAN,P62820,Ras related protein Rab 1A OS Homo sapiens GN RAB1A PE 1 SV 3,0,0,0,0,0,0,0,2.0665,0,4.9063,6.2996,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.206581818,180.2198077,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RAB1B_HUMAN,Q9H0U4,Ras related protein Rab 1B OS Homo sapiens GN RAB1B PE 1 SV 1,0,13.0189,0,0,11.878,3.2897,0,0,0,0,0,7.8845,0,0,0,7.6119,5.553,4.697766667,119.467163,#DIV/0!,1.913581818,165.7512097,#DIV/0!,40.73386258,HEART,PROT,HUMAN
RAB1C_HUMAN,Q92928,Putative Ras related protein Rab 1C OS Homo sapiens GN RAB1C PE 5 SV 2,5.9772,0,0,15.0023,0,3.6291,0,0,0,0,0,0,0,0,0,0,0,4.101433333,130.9352706,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RAB2A_HUMAN,P61019,Ras related protein Rab 2A OS Homo sapiens GN RAB2A PE 1 SV 1,0,0,0,0,0.9409,0,6.8388,0,26.1128,8.0808,0,0,0,0,0,0,0,0.156816667,223.6067977,#DIV/0!,3.730218182,204.625694,#DIV/0!,2378.712838,HEART,PROT,HUMAN
RAB2B_HUMAN,Q8WUD1,Ras related protein Rab 2B OS Homo sapiens GN RAB2B PE 1 SV 1,0,0,0,0,0,0,0,0,0,2.2919,0,0,0,1.236,0,0,0,0,#DIV/0!,#DIV/0!,0.320718182,223.4433319,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RAB34_HUMAN,Q9BZG1,Ras related protein Rab 34 OS Homo sapiens GN RAB34 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6944,0,#DIV/0!,#DIV/0!,0.517672727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RAB35_HUMAN,Q15286,Ras related protein Rab 35 OS Homo sapiens GN RAB35 PE 1 SV 1,0,0,1.6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2816,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RAB4A_HUMAN,P20338,Ras related protein Rab 4A OS Homo sapiens GN RAB4A PE 1 SV 2,0,7.4879,0,0,0,0,0,0,0,0,67.3857,0,0,0,0,0,0,1.247983333,223.6067977,#DIV/0!,6.125972727,316.227766,#DIV/0!,490.8697547,HEART,PROT,HUMAN
RAB6B_HUMAN,Q9NRW1,Ras related protein Rab 6B OS Homo sapiens GN RAB6B PE 1 SV 1,0,0,0,0,0,0,0,0,0,17.6526,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.604781818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RAB7A_HUMAN,P51149,Ras related protein Rab 7a OS Homo sapiens GN RAB7A PE 1 SV 1,0,0,0,0,0,0,0,0,15.4879,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.407990909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RAB8A_HUMAN,P61006,Ras related protein Rab 8A OS Homo sapiens GN RAB8A PE 1 SV 1,0,0,0,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RAB8B_HUMAN,Q92930,Ras related protein Rab 8B OS Homo sapiens GN RAB8B PE 1 SV 2,1.9778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329633333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RAB9A_HUMAN,P51151,Ras related protein Rab 9A OS Homo sapiens GN RAB9A PE 1 SV 1,0,2.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337916667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RADI_HUMAN,P35241,Radixin OS Homo sapiens GN RDX PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,10.5443,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.958572727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RAN_HUMAN,P62826,GTP binding nuclear protein Ran OS Homo sapiens GN RAN PE 1 SV 3,46.3617,0,0,0,0,0,0,0,0,0,0,5.0911,0,0,0,0,0,7.72695,223.6067977,#DIV/0!,0.462827273,316.227766,#DIV/0!,5.989779573,HEART,PROT,HUMAN
RANG_HUMAN,P43487,Ran specific GTPase activating protein OS Homo sapiens GN RANBP1 PE 1 SV 1,0,0,0,0,4.2406,0,0,0,0,0,0,0,0,0,0,0,0,0.706766667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RASM_HUMAN,O14807,Ras related protein M Ras OS Homo sapiens GN MRAS PE 1 SV 2,0,0,1.8492,0,0,0,0,0,0,0,0,0,0,7.2022,0,0,0,0.3082,223.6067977,#DIV/0!,0.654745455,316.227766,#DIV/0!,212.4417438,HEART,PROT,HUMAN
RB27B_HUMAN,O00194,Ras related protein Rab 27B OS Homo sapiens GN RAB27B PE 1 SV 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.2709,0,#DIV/0!,#DIV/0!,37.84280909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RB39A_HUMAN,Q14964,Ras related protein Rab 39A OS Homo sapiens GN RAB39A PE 2 SV 2,0,0,4.4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735533333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RB39B_HUMAN,Q96DA2,Ras related protein Rab 39B OS Homo sapiens GN RAB39B PE 1 SV 1,0,0,3.3132,0,0,0,0,0,0,3.6977,0,0,0,0,0,0,0,0.5522,223.6067977,#DIV/0!,0.336154545,316.227766,#DIV/0!,60.87550624,HEART,PROT,HUMAN
RBM25_HUMAN,P49756,RNA binding protein 25 OS Homo sapiens GN RBM25 PE 1 SV 3,0,14.8547,0,118.4488,4.9144,2.0905,73.1269,2.4912,0,43.4507,0,2.489,3.039,125.0499,0,6.4336,29.9828,23.38473333,183.0852254,#DIV/0!,26.00573636,148.4565864,#DIV/0!,111.2081801,HEART,PROT,HUMAN
RBM4_HUMAN,Q9BWF3,RNA binding protein 4 OS Homo sapiens GN RBM4 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,6.4774,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.588854545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RBM44_HUMAN,Q6ZP01,RNA binding protein 44 OS Homo sapiens GN RBM44 PE 2 SV 2,0,0,0,0,3.5722,0,0,0,0,0,0,0,0,0,0,0,0,0.595366667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
RBP2_HUMAN,P49792,E3 SUMO protein ligase RanBP2 OS Homo sapiens GN RANBP2 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,134.0451,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,12.18591818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RCC2_HUMAN,Q9P258,Protein RCC2 OS Homo sapiens GN RCC2 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9966,0,#DIV/0!,#DIV/0!,0.272418182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
RDH10_HUMAN,Q8IZV5,Retinol dehydrogenase 10 OS Homo sapiens GN RDH10 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,7.2641,0,0,0,0,0,#DIV/0!,#DIV/0!,0.660372727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
