Protein IDs,Protein names,Gene names,Razor + unique peptides WT_1,Razor + unique peptides WT_2,Razor + unique peptides WT_3,Razor + unique peptides WT_4,Razor + unique peptides ob_1,Razor + unique peptides ob_2,Razor + unique peptides ob_3,Razor + unique peptides ob_4,Unique peptides WT_1,Unique peptides WT_2,Unique peptides WT_3,Unique peptides WT_4,Unique peptides ob_1,Unique peptides ob_2,Unique peptides ob_3,Unique peptides ob_4,Identification type WT_1,Identification type WT_2,Identification type WT_3,Identification type WT_4,Identification type ob_1,Identification type ob_2,Identification type ob_3,Identification type ob_4,Sequence coverage WT_1 [%],Sequence coverage WT_2 [%],Sequence coverage WT_3 [%],Sequence coverage WT_4 [%],Sequence coverage ob_1 [%],Sequence coverage ob_2 [%],Sequence coverage ob_3 [%],Sequence coverage ob_4 [%],Intensity WT_1,Intensity WT_2,Intensity WT_3,Intensity WT_4,Intensity ob_1,Intensity ob_2,Intensity ob_3,Intensity ob_4
Q9JJF9,Signal peptide peptidase-like 2A,Sppl2a,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.2,4.2,4.2,4.2,4.2,1.9,4.2,4.2,599430000,655310000,719810000,150780000,255780000,109400000,360770000,292870000
Q9JJG6;Q9JJG6-2,Transmembrane protein 47,Tmem47,2,2,2,2,0,1,0,0,2,2,2,2,0,1,0,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,,,8.8,8.8,8.8,10.5,0,4.4,0,0,55046000,58236000,39350000,8932000,0,30636000,0,0
Q9JJG9,Nitric oxide-associated protein 1,Noa1,3,0,1,2,2,2,2,3,3,0,1,2,2,2,2,3,By MS/MS,,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.1,0,3.6,2.5,2.5,2.5,2.5,6.1,159240000,0,15489000,90334000,51322000,35272000,92121000,113200000
Q9JJI8,60S ribosomal protein L38,Rpl38,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,38.6,38.6,38.6,24.3,24.3,24.3,24.3,38.6,3863500000,5150600000,3663100000,1323600000,1322000000,610300000,1553100000,2244200000
Q9JJL3;Q9JJL3-2;A0A0N4SUN2,Solute carrier organic anion transporter family member 1B2,Slco1b2,14,14,15,13,13,12,15,15,14,14,15,13,13,12,15,15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,28.4,24.2,29.5,21.8,21.8,18.4,29.5,29.5,30646000000,20955000000,29619000000,15463000000,17099000000,12128000000,18601000000,18296000000
Q9JJL8;A0A140LIM8,"Serine--tRNA ligase, mitochondrial",Sars2,8,9,8,7,4,5,9,7,8,9,8,7,4,5,9,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,24.1,21.8,21.8,18.7,10.8,14.1,24.1,20.3,638580000,565460000,635880000,602410000,575490000,331230000,444390000,627130000
Q9JJN5;CON__Q2KJ83,Carboxypeptidase N catalytic chain,Cpn1,6,5,5,3,5,4,6,4,6,5,5,3,5,4,6,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.2,14,14,7.7,12,9.8,16.2,12.3,679270000,465360000,771330000,546370000,882460000,404870000,420870000,350930000
Q9JJQ0,GPI mannosyltransferase 3,Pigb,0,3,2,0,1,0,1,1,0,3,2,0,1,0,1,1,,By MS/MS,By MS/MS,,By MS/MS,,By MS/MS,By MS/MS,0,8.5,6.1,0,4.2,0,2.4,2.4,0,109110000,76019000,0,26759000,0,40742000,66289000
Q9JJQ6;Q00558,Factor VIII intron 22 protein,F8a;F8a1,2,2,1,1,1,0,1,1,2,2,1,1,1,0,1,1,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By matching,10.8,10.8,2.9,6.3,6.3,0,2.9,2.9,66788000,90507000,80667000,12427000,16509000,0,18294000,41477000
Q9JJR8;D3Z6W5;D3YU78,Transmembrane protein 9B,Tmem9b,4,3,2,3,2,1,4,2,3,3,1,3,2,1,4,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,25.6,21.6,18.1,12.1,8.5,4.5,17.1,8,188460000,142840000,66224000,164510000,92063000,32307000,146420000,109020000
Q9JJT0,RNA 3-terminal phosphate cyclase-like protein,Rcl1,2,2,2,1,1,0,0,1,2,2,2,1,1,0,0,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,,By MS/MS,7.2,7.2,7.2,2.1,2.1,0,0,2.1,69068000,124810000,78149000,9083000,8743400,0,0,0
Q9JJU8,SH3 domain-binding glutamic acid-rich-like protein,Sh3bgrl,6,6,6,5,5,4,7,7,6,6,6,5,5,4,7,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,64,64,64,48.2,48.2,37.7,86.8,86.8,5198200000,5134400000,4576200000,3272500000,4627000000,4515100000,6604000000,8343900000
Q9JJV2-3;Q9JJV2;D3YWS3;Q9JJV2-2,Profilin-2,Pfn2,3,3,3,3,1,1,3,3,3,3,3,3,1,1,3,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By MS/MS,34.1,34.1,34.1,34.1,15.4,15.4,34.1,34.1,237900000,278790000,281420000,214010000,228960000,112480000,173890000,300140000
Q9JJW0;A2AKD6,Peroxisomal membrane protein 4,Pxmp4,3,3,3,3,1,2,1,2,3,3,3,3,1,2,1,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,14.2,14.2,14.2,14.2,3.8,7.1,3.8,10.8,359390000,295460000,430160000,255540000,429420000,359780000,611110000,684970000
Q9JJW5,Myozenin-2,Myoz2,1,0,0,2,0,2,0,0,1,0,0,2,0,2,0,0,By matching,,,By MS/MS,,By MS/MS,,,3.8,0,0,10.2,0,10.2,0,0,5056600,0,0,259990000,0,17291000,0,0
Q9JJX7;A0A286YDM0,Tyrosyl-DNA phosphodiesterase 2,Tdp2,3,3,2,1,2,2,2,3,3,3,2,1,2,2,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,16.8,16.8,13.8,3,11.9,7.6,11.9,16.8,35241000,84139000,59778000,14273000,61925000,17097000,87610000,126010000
Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3,0,0,0,0,1,1,2,1,0,0,0,0,1,1,2,1,,,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,1.7,1.7,4.4,2.7,0,0,0,0,82130000,110540000,129730000,40867000
Q9JJY4;A0A0G2JE88,Probable ATP-dependent RNA helicase DDX20,Ddx20,4,5,6,4,5,4,5,4,4,5,6,4,5,4,5,4,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.1,8.2,10.5,7.3,10.3,7,7.2,6.1,127400000,175820000,173830000,125760000,187330000,81041000,133820000,137850000
Q9JJZ2,Tubulin alpha-8 chain,Tuba8,1,1,0,2,2,1,2,2,1,1,0,2,2,1,2,2,By matching,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,28.1,26.5,24.9,18.7,15.1,9.1,27.2,30.3,231800000,452580000,0,54097000,168750000,43617000,231080000,451150000
Q9JJZ4;B1AWT7;F6SPK0,Ubiquitin-conjugating enzyme E2 J1,Ube2j1,7,8,8,6,6,5,7,7,7,8,8,6,6,5,7,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25.5,28,28,20.4,22.6,17.9,24.2,25.5,657450000,575970000,615250000,468540000,730720000,513420000,629270000,689460000
Q9JJZ6,Krueppel-like factor 13,Klf13,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.9,5.9,12.5,12.5,12.5,12.5,5.9,5.9,25317000,27696000,45811000,53906000,56182000,50059000,19640000,38010000
Q9JK38,Glucosamine 6-phosphate N-acetyltransferase,Gnpnat1,9,10,8,5,6,5,7,9,9,10,8,5,6,5,7,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,66.8,72.8,66.8,35.3,44.6,35.3,64.1,66.8,7829200000,10501000000,10230000000,3087500000,3170200000,2200100000,5825000000,9305000000
Q9JK42,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",Pdk2,11,11,11,7,11,8,11,15,11,11,11,7,10,8,11,15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,38.6,35.6,36.1,22.4,36.1,23.8,32.2,45.9,2894700000,1846100000,1947500000,509970000,1596200000,966850000,2097500000,2460100000
Q9JK48;A0A0G2JEC4;Q9JK48-3;Q9JK48-2;A0A0G2JE45,Endophilin-B1,Sh3glb1,6,6,6,4,4,2,6,8,5,5,5,3,3,1,5,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.6,25.8,25.8,9,9,4.4,18.4,31,773500000,666770000,592790000,457160000,676070000,68190000,701620000,1066400000
Q9JK53,Prolargin,Prelp,10,11,10,5,8,6,11,10,10,11,10,5,8,6,11,10,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,28.3,30.7,27,13.8,22.5,16.9,30.4,27,1701200000,2442100000,3131600000,648880000,3639100000,919970000,3554700000,4141700000
Q9JK81;F8WGG3;F7A3N3,"UPF0160 protein MYG1, mitochondrial",Myg1,11,10,10,9,8,6,11,10,11,10,10,9,8,6,11,10,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,36.1,30.8,30.8,26.8,24.2,18.9,34.5,30.8,2239100000,2502900000,2261100000,450740000,1189000000,574380000,1216700000,1835000000
Q9JK91,DNA mismatch repair protein Mlh1,Mlh1,0,0,2,1,0,1,0,0,0,0,2,1,0,1,0,0,,,By MS/MS,By MS/MS,,By MS/MS,,,0,0,4.5,1.1,0,1.3,0,0,0,0,13837000,5452400,0,6173900,0,0
Q9JK92,Heat shock protein beta-8,Hspb8,7,7,7,5,7,7,6,8,7,7,7,5,7,7,6,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,37.2,34.2,34.2,24.5,33.2,33.2,33.7,41.3,2982600000,3135200000,2891500000,1236500000,1845800000,1357700000,2077800000,3436200000
Q9JKB1;P58321,Ubiquitin carboxyl-terminal hydrolase isozyme L3;Ubiquitin carboxyl-terminal hydrolase isozyme L4,Uchl3;Uchl4,8,9,9,5,5,5,10,9,8,9,9,5,5,5,10,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,58.7,67,67,28.3,28.3,32.6,67.4,67,4877900000,4706000000,4934700000,726800000,1233900000,650860000,4686900000,6092300000
Q9JKB3-2;Q9JKB3,Y-box-binding protein 3,Ybx3,7,6,8,6,6,7,7,7,7,6,8,6,6,7,7,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,64.7,49.7,68.5,42.8,43.8,43.8,63.4,64.7,582300000,568410000,924820000,526880000,799490000,817320000,726330000,615750000
Q9JKC7,AP-4 complex subunit mu-1,Ap4m1,1,2,2,1,1,0,1,1,1,2,2,1,1,0,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,3.3,5.6,5.6,3.3,3.3,0,3.3,3.3,45143000,55233000,68139000,40768000,51862000,0,21607000,35690000
Q9JKC8;H7BWY2;A0A286YDZ6;D3YXV9;D3YWU3;D6RI63,AP-3 complex subunit mu-1,Ap3m1,12,12,12,5,5,2,7,16,10,9,9,4,3,1,5,12,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,45.5,45.2,45.2,19.1,16.7,5.7,28.2,61,1843600000,2209500000,1653600000,213760000,338530000,63209000,975250000,1587300000
Q9JKD3;A0A1L1SVG3;A0A1L1SRT6,Secretory carrier-associated membrane protein 5,Scamp5,0,0,0,2,2,2,1,0,0,0,0,2,2,2,1,0,,,,By MS/MS,By MS/MS,By MS/MS,By matching,,0,0,0,8.5,8.5,8.5,3.8,0,0,0,0,22228000,4071200,36005000,8901000,0
Q9JKF1;A0A0U1RNG5;A0A0U1RPI2,Ras GTPase-activating-like protein IQGAP1,Iqgap1,29,32,35,20,23,23,31,39,29,32,35,20,23,23,31,39,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27.4,28.6,32.1,16.5,19.5,17.4,27.5,34.3,2170500000,3174100000,3449700000,1053800000,2329800000,1469700000,4201000000,5299800000
Q9JKF6,Nectin-1,Pvrl1,2,3,3,2,4,1,1,2,2,3,3,2,4,1,1,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,3.3,5,5,3.3,9.7,4.7,1.7,3.3,95219000,127290000,153430000,81211000,151270000,11677000,35160000,158230000
Q9JKF7,"39S ribosomal protein L39, mitochondrial",Mrpl39,10,9,11,5,7,6,8,9,10,9,11,5,7,6,8,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,32.4,33.9,39.9,17.6,25.3,18.8,24.4,33,1252600000,956050000,961380000,255600000,643290000,413440000,733560000,1052600000
Q9JKJ9,24-hydroxycholesterol 7-alpha-hydroxylase,Cyp39a1,4,4,7,1,2,1,4,5,4,4,7,1,2,1,4,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.1,11.1,17.4,1.7,3.4,1.7,8.1,12.8,202480000,346830000,226520000,62107000,95902000,81338000,255730000,312240000
Q9JKL4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,Ndufaf3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,18.4,18.4,18.4,18.4,18.4,5.9,12.4,18.4,709770000,475530000,470570000,955620000,533760000,139800000,67869000,280320000
Q9JKN1,Zinc transporter 7,Slc30a7,5,6,6,4,4,4,3,4,5,6,6,4,4,4,3,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.3,16.7,16.7,10.3,10.3,10.3,8.5,11.4,474590000,638190000,745090000,572810000,760830000,531980000,274810000,1059200000
Q9JKP8;D3Z0U4,Chromatin accessibility complex protein 1,Chrac1,1,1,1,1,0,1,0,2,1,1,1,1,0,1,0,2,By matching,By MS/MS,By matching,By matching,,By MS/MS,,By MS/MS,20.2,20.2,20.2,5.4,0,5.4,0,25.6,19613000,38041000,30923000,21104000,0,22069000,0,80806000
Q9JKR6;F6TRP3;A0A1L1SQ34;E0CYZ2,Hypoxia up-regulated protein 1,Hyou1,42,40,40,36,28,24,34,35,42,40,40,36,28,24,34,35,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,54.9,53.9,52,43.4,33.9,31,45.9,50.9,53460000000,60662000000,57108000000,23184000000,17869000000,9153700000,20134000000,25918000000
Q9JKS4-3;Q9JKS4;E9PYJ9;Q9JKS4-5;Q9JKS4-4;Q9JKS4-2;Q9JKS4-6,LIM domain-binding protein 3,Ldb3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,,,,By MS/MS,,,,,0,0,0,6.8,0,0,0,0,0,0,0,170130000,0,0,0,0
Q9JKW0;A0A0U1RPY6,ADP-ribosylation factor-like protein 6-interacting protein 1,Arl6ip1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,8.9,8.9,8.9,8.9,3.9,3.9,3.9,8.9,1583000000,664840000,1059100000,532450000,1634200000,1013800000,1563400000,1366700000
Q9JKX3;Q9JKX3-3;Q9JKX3-2;A0A0G2JED7,Transferrin receptor protein 2,Tfr2,9,7,12,9,4,5,6,9,9,7,12,9,4,5,6,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.5,13.9,17.3,12.3,5,5.6,9.5,16.4,688990000,604160000,1012300000,518250000,386210000,281470000,668970000,747110000
Q9JKX4-2;Q9JKX4;Q9JKX4-3,Protein AATF,Aatf,5,4,3,2,3,0,2,1,5,4,3,2,3,0,2,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By matching,21.7,18.2,15.1,6.6,10.2,0,10.7,2.7,183270000,213690000,238310000,55175000,171860000,0,49619000,20240000
Q9JKX6;A2ATT5;A0A0A6YVU1,ADP-sugar pyrophosphatase,Nudt5,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,35.8,31.7,35.8,30.3,30.3,30.3,35.8,30.3,1003400000,628240000,1322400000,472510000,889320000,693950000,1629700000,1204700000
Q9JKY0,Cell differentiation protein RCD1 homolog,Rqcd1,2,2,2,3,3,2,3,2,2,2,2,3,3,2,3,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,10.4,10.4,10.4,10,10,6.4,13.4,10.4,213230000,240140000,226370000,148950000,202970000,86567000,253820000,235550000
Q9JKY5;A0A0G2JFU3;F7DCR9;E9Q3C5,Huntingtin-interacting protein 1-related protein,Hip1r,18,21,22,17,10,7,13,24,18,21,22,17,10,7,13,24,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23,26.1,27.7,19.2,12.1,6.7,17.6,30.4,1586300000,2026900000,1907700000,918720000,796750000,451380000,662850000,1800600000
Q9JKY7,,Cyp2d22,13,11,10,8,9,5,10,12,12,10,9,7,8,4,9,11,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,42.2,39,34.6,28,30.4,21.6,32.8,36.4,8365600000,8580500000,7990200000,1919600000,4356000000,1646200000,4672600000,11119000000
Q9JL15;A8DIL0;Q8C6H0,Galectin-8;Galectin,Lgals8,6,6,7,3,3,4,7,8,6,6,7,3,3,4,7,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.2,22.8,25.9,9.2,15.2,14.9,24.4,30.1,556520000,539570000,503050000,318750000,282340000,473190000,541700000,622520000
Q9JL35,High mobility group nucleosome-binding domain-containing protein 5,Hmgn5,33,34,34,30,32,27,34,36,33,34,34,30,32,27,34,36,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,70,71.4,70,68.2,68.5,65.5,71.2,71.7,12504000000,10696000000,13271000000,9888300000,11398000000,8793800000,12148000000,10288000000
Q9JL56;D3Z3E2;A0A140LJJ4;A0A140LJK8,Glycerophosphodiester phosphodiesterase 1,Gde1,3,3,2,3,4,2,4,2,3,3,2,3,4,2,4,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.9,13.9,11.8,10.6,12.7,5.4,12.7,6.6,153720000,119680000,117820000,141410000,222070000,36694000,62644000,96887000
Q9JL61,DNA-binding protein Rfx5,Rfx5,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,By matching,By matching,By MS/MS,By matching,,,,,2.7,2.7,2.7,2.7,0,0,0,0,33885000,34682000,35365000,9705800,0,0,0,0
Q9JL99-2;Q9JL99;A0T1G3,C-type lectin domain family 1 member B,Clec1b,1,3,4,2,0,2,2,0,1,3,4,2,0,2,2,0,By matching,By MS/MS,By MS/MS,By matching,,By MS/MS,By MS/MS,,6.6,18.8,22.3,12.7,0,12.7,12.7,0,49093000,188550000,161740000,52251000,0,20626000,62110000,0
Q9JLB0-2,MAGUK p55 subfamily member 6,Mpp6,20,21,19,16,12,12,17,21,1,2,2,1,0,1,1,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,44.7,47.9,41,30.6,21.3,22.6,40.3,48.1,4222600000,4957700000,5032300000,2181400000,2965700000,2726200000,3942100000,5193400000
Q9JLB2;A0A1W2P6P0,MAGUK p55 subfamily member 5,Mpp5,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,3.3,3.3,3.3,1.8,3.7,3.1,1.8,1.9,77912000,49557000,63771000,18296000,53038000,43752000,28998000,16914000
Q9JLB9;Q9JLB9-3;Q9JLB9-2;F7A4R2,Nectin-3,Pvrl3,3,2,2,3,3,1,2,3,3,2,2,3,3,1,2,3,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,7.8,5.6,4.2,5.6,5.6,2.2,4.2,7.8,177030000,98533000,93310000,58293000,94719000,31807000,73580000,73185000
Q9JLC3,Methionine-R-sulfoxide reductase B1,Msrb1,4,4,4,3,2,1,3,4,4,4,4,3,2,1,3,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,46.6,46.6,46.6,33.6,15.5,6,33.6,46.6,2857700000,2782000000,2345000000,533660000,464960000,570820000,1514900000,1961300000
Q9JLI0;D6RGB1,,Akr1c12,3,4,4,0,2,1,3,3,2,3,3,0,1,1,2,2,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,37.8,43.7,50.2,17,26.6,20.7,32.2,50.2,2539200000,2219200000,1335200000,0,83892000,16426000,3032200000,3359300000
Q9JLI8;Q9JLI8-2,Squamous cell carcinoma antigen recognized by T-cells 3,Sart3,17,16,15,10,8,8,8,12,17,16,15,10,8,8,8,12,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.1,19.8,17.8,12.6,10.5,10.4,9.3,14.7,1237000000,1428700000,1575500000,500020000,614320000,457140000,294190000,926870000
Q9JLJ1;A0A286YD19,Selenoprotein K,Selk,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,By MS/MS,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,186280000,263270000,230590000,199470000,116360000,64998000,64392000,103560000
Q9JLJ2;Q3U367,4-trimethylaminobutyraldehyde dehydrogenase,Aldh9a1,29,30,29,26,24,24,27,31,29,30,29,26,24,24,27,31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,58.3,64.2,62.1,53.6,51.2,51.4,56.7,66,53162000000,51514000000,54456000000,33491000000,46459000000,32045000000,57897000000,56222000000
Q9JLJ4;A0A0R4J1P7,Elongation of very long chain fatty acids protein 2,Elovl2,3,3,3,1,1,2,2,3,3,3,3,1,1,2,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.3,10.3,10.3,4.1,4.1,9.9,9.9,10.3,1569800000,1935100000,2280400000,352920000,1308700000,494080000,698140000,2435300000
Q9JLJ5;Q4V9V3,Elongation of very long chain fatty acids protein 1;Elongation of very long chain fatty acids protein,Elovl1,2,3,3,2,2,1,2,3,2,3,3,2,2,1,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9,14,14,9.3,9.3,5,9.7,14,341430000,415260000,661970000,544070000,490920000,91001000,64323000,466810000
Q9JLM9;A2ASX1,Growth factor receptor-bound protein 14,Grb14,6,7,5,5,5,2,2,4,6,7,5,5,5,2,2,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.5,24.2,16.5,13.6,13.6,6.7,7.1,14.5,487750000,478000000,361000000,435500000,361760000,40693000,97539000,266340000
Q9JLN9;Q9JLN9-2,Serine/threonine-protein kinase mTOR,Mtor,20,19,19,14,13,12,15,26,20,19,19,14,13,12,15,26,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.1,8.5,8.5,5.7,5.7,4.7,7.9,12.7,1697000000,1398300000,1733600000,831600000,901680000,706320000,1047700000,12481000000
Q9JLQ0,CD2-associated protein,Cd2ap,8,10,9,5,6,3,11,10,8,10,9,5,6,3,11,10,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.7,21.7,20.3,9.4,11.8,5.3,23.5,22,794510000,1133000000,1156200000,547800000,873630000,321190000,1659700000,1137500000
Q9JLQ2;F6U8T2;Q80XR8;J3QK07;D3Z1I2;E9PVA6;F6SLJ2;F7BIK4,ARF GTPase-activating protein GIT2,Git2,3,4,4,2,2,3,2,3,3,4,4,2,2,3,2,3,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,6.8,8.3,8.3,3.2,3.2,5.5,3.2,6.8,186810000,228950000,289410000,47575000,79484000,54279000,71004000,155700000
Q9JLV1,BAG family molecular chaperone regulator 3,Bag3,22,22,21,17,19,18,23,20,22,22,21,17,19,18,23,20,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,56.5,57.7,55.6,46.3,50.1,43.5,59.3,53,9642000000,9099000000,9164100000,5322500000,8423100000,5492000000,9799000000,6371100000
Q9JLV5;E9Q4T8;F6UY44;F6ZZK0,Cullin-3,Cul3,17,19,20,10,10,11,17,16,17,19,20,10,10,11,17,16,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25,27.7,28.6,13.4,14.2,15.5,26.6,24.3,2214300000,2214800000,1982300000,918690000,1301500000,795490000,1636300000,1957900000
Q9JLZ8;Q9JLZ8-2;A0A1B0GRA6,Single Ig IL-1-related receptor,Sigirr,9,8,9,7,9,4,8,10,9,8,9,7,9,4,8,10,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,31.5,28.4,31.5,23.7,31.5,14.7,29.8,35.2,470770000,395590000,460570000,334660000,699380000,142880000,554230000,612020000
Q9JM13;F6VIJ0;D3Z2L2,Rab5 GDP/GTP exchange factor,Rabgef1,4,3,3,2,3,2,3,4,4,3,3,2,3,2,3,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.4,11.4,8.6,4.1,6.3,4.1,12.2,13.6,142560000,87853000,95880000,45238000,96416000,52917000,169000000,120980000
